,Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
122,56,1,1,441,14,4,1,161,2,72,3,1,2,4963,4510,9,1,18,3,1,3,7,2,3,5,4,4,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
123,51,0,1,684,6,3,1,162,1,51,3,5,3,19537,6462,7,0,13,3,3,0,23,5,3,20,18,15,15,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
124,31,1,1,249,6,4,1,163,2,76,1,2,3,6172,20739,4,1,18,3,2,0,12,3,2,7,7,7,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
125,26,0,1,841,6,3,1,164,3,46,2,1,2,2368,23300,1,0,19,3,3,0,5,3,2,5,4,4,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
126,58,1,1,147,23,4,1,165,4,94,3,3,4,10312,3465,1,0,12,3,4,1,40,3,2,40,10,15,6,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
127,19,1,1,528,22,1,1,167,4,50,3,1,3,1675,26820,1,1,19,3,4,0,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
128,22,0,1,594,2,1,1,169,3,100,3,1,4,2523,19299,0,0,14,3,3,1,3,2,3,2,1,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
129,49,0,1,470,20,4,1,170,3,96,3,2,1,6567,5549,1,0,14,3,3,0,16,2,2,15,11,5,11,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
130,43,0,2,957,28,3,1,171,2,72,4,1,3,4739,16090,4,0,12,3,4,0,18,2,3,3,2,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
131,50,0,2,809,12,3,1,174,3,77,3,3,4,9208,6645,4,0,11,3,4,0,16,3,3,2,2,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
132,31,1,1,542,20,3,1,175,2,71,1,2,3,4559,24788,3,1,11,3,3,1,4,2,3,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
133,41,0,1,802,9,1,1,176,3,96,3,3,3,8189,21196,3,1,13,3,3,1,12,2,3,9,7,0,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
134,26,0,1,1355,25,1,1,177,3,61,3,1,3,2942,8916,1,0,23,4,4,1,8,3,3,8,7,5,7,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
135,36,0,1,216,6,2,1,178,2,84,3,2,2,4941,2819,6,0,20,4,4,2,7,0,3,3,2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
136,51,1,2,1150,8,4,1,179,1,53,1,3,4,10650,25150,2,0,15,3,4,0,18,2,3,4,2,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
137,39,0,1,1329,4,4,1,182,4,47,2,2,3,5902,14590,4,0,14,3,3,1,17,1,4,15,11,5,9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
138,25,0,1,959,28,3,1,183,1,41,2,2,3,8639,24835,2,0,18,3,4,0,6,3,3,2,2,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
139,30,0,1,1240,9,3,1,184,3,48,3,2,4,6347,13982,0,1,19,3,4,0,12,2,1,11,9,4,7,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
140,32,1,1,1033,9,3,1,190,1,41,3,1,1,4200,10224,7,0,22,4,1,0,10,2,4,5,4,0,4,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
141,45,0,1,1316,29,3,1,192,3,83,3,1,4,3452,9752,5,0,13,3,2,0,9,2,2,6,5,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
142,38,0,1,364,3,5,1,193,4,32,3,2,3,4317,2302,3,1,20,4,2,0,19,2,3,3,2,2,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
143,30,0,1,438,18,3,1,194,1,75,3,1,3,2632,23910,1,0,14,3,3,0,5,4,2,5,4,0,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
144,32,0,2,689,9,2,1,195,4,35,1,2,4,4668,22812,0,0,17,3,4,3,9,2,4,8,7,0,7,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
145,30,0,1,201,5,3,1,197,4,84,3,1,1,3204,10415,5,0,14,3,4,1,8,3,3,3,2,2,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
146,30,0,1,1427,2,1,1,198,2,35,2,1,4,2720,11162,0,0,13,3,4,0,6,3,3,5,3,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
147,41,0,2,857,10,3,1,199,4,91,2,4,1,17181,12888,4,0,13,3,2,1,21,2,2,7,6,7,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
148,41,0,1,933,9,4,1,200,3,94,3,1,1,2238,6961,2,0,21,4,4,1,7,2,3,5,0,1,4,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
149,19,0,1,1181,3,1,1,201,2,79,3,1,2,1483,16102,1,0,14,3,4,0,1,3,3,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
150,40,0,2,1395,26,3,1,202,2,54,3,2,2,5605,8504,1,0,11,3,1,1,20,2,3,20,7,2,13,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
151,35,0,1,662,1,5,1,204,3,94,3,3,2,7295,11439,1,0,13,3,1,2,10,3,3,10,8,0,6,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
152,53,0,1,1436,6,2,1,205,2,34,3,2,3,2306,16047,2,1,20,4,4,1,13,3,1,7,7,4,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
153,45,0,1,194,9,3,1,206,2,60,3,2,2,2348,10901,8,0,18,3,3,1,20,2,1,17,9,0,15,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
154,32,0,2,967,8,3,1,207,2,43,3,3,4,8998,15589,1,0,14,3,4,0,9,2,3,9,8,3,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
155,29,0,0,1496,1,1,1,208,4,41,3,2,3,4319,26283,1,0,13,3,1,1,10,1,3,10,7,0,9,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
156,51,0,1,1169,7,4,1,211,2,34,2,2,3,6132,13983,2,0,17,3,3,0,10,2,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
157,58,0,1,1145,9,3,1,214,2,75,2,1,2,3346,11873,4,1,20,4,2,1,9,3,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
158,40,0,1,630,4,4,1,215,3,67,2,3,4,10855,8552,7,0,11,3,1,1,15,2,2,12,11,2,11,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
159,34,0,2,303,2,4,1,216,3,75,3,1,3,2231,11314,6,0,18,3,4,1,6,3,3,4,3,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
160,22,0,1,1256,19,1,1,217,3,80,3,1,4,2323,11992,1,0,24,4,1,2,2,6,3,2,2,2,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
161,27,0,0,691,9,3,1,218,4,57,3,1,2,2024,5970,6,0,18,3,4,1,6,1,1,2,2,2,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
162,28,0,1,440,21,3,1,221,3,42,3,1,4,2713,6672,1,0,11,3,3,1,5,2,1,5,2,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
163,57,0,1,334,24,2,1,223,3,83,4,3,4,9439,23402,3,1,16,3,2,1,12,2,1,5,3,1,4,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
164,27,0,0,1450,3,3,1,224,3,79,2,1,3,2566,25326,1,1,15,3,4,1,1,2,2,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
165,50,0,1,1452,11,3,1,226,3,53,3,5,2,19926,17053,3,0,15,3,2,0,21,5,3,5,4,4,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
166,41,0,1,465,14,3,1,227,1,56,3,1,3,2451,4609,4,0,12,3,1,1,13,2,3,9,8,1,8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
167,30,0,1,1339,5,3,1,228,2,41,3,3,4,9419,8053,2,0,12,3,3,1,12,2,3,10,9,7,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
168,38,0,1,702,1,4,1,230,1,59,2,2,4,8686,12930,4,0,22,4,3,0,12,2,4,8,3,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
169,32,0,1,120,6,5,1,231,3,43,3,1,3,3038,12430,3,0,20,4,1,0,8,2,3,5,4,1,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
170,27,0,1,1157,17,3,1,233,3,51,3,1,2,3058,13364,0,1,16,3,4,1,6,3,2,5,2,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
171,19,1,2,602,1,1,1,235,3,100,1,1,1,2325,20989,0,0,21,4,1,0,1,5,4,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
172,36,0,2,1480,3,2,1,238,4,30,3,1,2,2088,15062,4,0,12,3,3,0,13,3,2,8,7,7,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
173,30,0,0,111,9,3,1,239,3,66,3,2,1,3072,11012,1,0,11,3,3,2,12,4,3,12,9,6,10,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
174,45,0,1,1268,4,2,1,240,3,30,3,2,1,5006,6319,4,1,11,3,1,1,9,3,4,5,4,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
175,56,0,1,713,8,3,1,241,3,67,3,1,1,4257,13939,4,1,18,3,3,1,19,3,3,2,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
176,33,0,1,134,2,3,1,242,3,90,3,1,4,2500,10515,0,0,14,3,1,0,4,2,4,3,1,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
177,19,1,1,303,2,3,1,243,2,47,2,1,4,1102,9241,1,0,22,4,3,0,1,3,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
178,46,0,1,526,1,2,1,244,2,92,3,3,1,10453,2137,1,0,25,4,3,3,24,2,3,24,13,15,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
179,38,0,1,1380,9,2,1,245,3,75,3,1,4,2288,6319,1,0,12,3,3,0,2,3,3,2,2,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
180,31,0,1,140,12,1,1,246,3,95,3,1,4,3929,6984,8,1,23,4,3,1,7,0,3,4,2,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
181,34,0,1,629,27,2,1,247,4,95,3,1,2,2311,5711,2,0,15,3,4,0,9,3,3,3,2,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
182,41,1,1,1356,20,2,1,248,2,70,3,1,2,3140,21728,1,1,22,4,4,0,4,5,2,4,3,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
183,50,0,1,328,1,3,1,249,3,86,2,1,3,3690,3425,2,0,15,3,4,1,5,2,2,3,2,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
184,53,0,1,1084,13,2,1,250,4,57,4,2,1,4450,26250,1,0,11,3,3,2,5,3,3,4,2,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
185,33,0,1,931,14,3,1,252,4,72,3,1,2,2756,4673,1,0,13,3,4,1,8,5,3,8,7,1,6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
186,40,0,1,989,4,1,1,253,4,46,3,5,3,19033,6499,1,0,14,3,2,1,21,2,3,20,8,9,9,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
187,55,0,1,692,14,4,1,254,3,61,4,5,2,18722,13339,8,0,11,3,4,0,36,3,3,24,15,2,15,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
188,34,0,2,1069,2,1,1,256,4,45,2,2,3,9547,14074,1,0,17,3,3,0,10,2,2,10,9,1,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
189,51,0,1,313,3,3,1,258,4,98,3,4,2,13734,7192,3,0,18,3,3,0,21,6,3,7,7,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
190,52,0,1,699,1,4,1,259,3,65,2,5,3,19999,5678,0,0,14,3,1,1,34,5,3,33,18,11,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
191,27,0,1,894,9,3,1,260,4,99,3,1,2,2279,11781,1,0,16,3,4,0,7,2,2,7,7,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
192,35,1,1,556,23,2,1,261,2,50,2,2,3,5916,15497,3,1,13,3,1,0,8,1,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
193,43,0,0,1344,7,3,1,262,4,37,4,1,4,2089,5228,4,0,14,3,4,3,7,3,4,5,4,2,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
194,45,0,0,1195,2,2,1,264,1,65,2,4,4,16792,20462,9,0,23,4,4,1,22,1,3,20,8,11,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
195,37,0,1,290,21,3,1,267,2,65,4,1,1,3564,22977,1,1,12,3,1,1,8,3,2,8,7,1,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
196,35,0,2,138,2,3,1,269,2,37,3,2,2,4425,15986,5,0,11,3,4,0,10,5,3,6,2,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
197,42,0,0,926,21,2,1,270,3,36,3,2,3,5265,16439,2,0,16,3,2,1,11,5,3,5,3,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
198,38,0,1,1261,2,4,1,271,4,88,3,2,3,6553,7259,9,0,14,3,2,0,14,3,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
199,38,0,1,1084,29,3,1,273,4,54,3,2,4,6261,4185,3,0,18,3,1,1,9,3,1,7,7,1,7,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
200,27,0,2,472,1,1,1,274,3,60,2,2,1,4298,9679,5,0,19,3,3,1,6,1,3,2,2,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
201,49,0,0,1002,18,4,1,275,4,92,3,2,4,6804,23793,1,1,15,3,1,2,7,0,3,7,7,1,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
202,34,0,2,878,10,4,1,277,4,43,3,1,3,3815,5972,1,1,17,3,4,1,5,4,4,5,3,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
203,40,0,1,905,19,2,1,281,3,99,3,2,4,2741,16523,8,1,15,3,3,1,15,2,4,7,2,3,7,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
204,38,1,1,1180,29,1,1,282,2,70,3,2,1,6673,11354,7,1,19,3,2,0,17,2,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
205,29,1,1,121,27,3,1,283,2,35,3,3,4,7639,24525,1,0,22,4,4,3,10,3,2,10,4,1,9,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
206,22,0,1,1136,5,3,1,284,4,60,4,1,2,2328,12392,1,1,16,3,1,1,4,2,2,4,2,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
207,36,0,2,635,18,1,1,286,2,73,3,1,4,2153,7703,1,0,13,3,1,0,8,2,3,8,1,1,7,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
208,40,0,0,1151,9,5,1,287,4,63,2,2,4,4876,14242,9,0,14,3,4,1,5,5,1,3,2,0,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
209,46,0,1,644,1,4,1,288,4,97,3,3,1,9396,12368,7,0,16,3,3,1,17,3,3,4,2,0,3,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
210,32,1,1,1045,4,4,1,291,4,32,1,3,4,10400,25812,1,0,11,3,3,0,14,2,2,14,8,9,8,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
211,30,0,0,829,1,1,1,292,3,88,2,3,3,8474,20925,1,0,22,4,3,0,12,2,3,11,8,5,8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
212,27,0,2,1242,20,3,1,293,4,90,3,2,3,9981,12916,1,0,14,3,4,0,7,2,3,7,7,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
213,51,0,1,1469,8,4,1,296,2,81,2,3,2,12490,15736,5,0,16,3,4,2,16,5,1,10,9,4,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
214,30,1,1,1005,3,3,1,297,4,88,3,1,1,2657,8556,5,1,11,3,3,0,8,5,3,5,2,0,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
215,41,0,1,896,6,3,1,298,4,75,3,3,4,13591,14674,3,1,18,3,3,0,16,3,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
216,30,1,2,334,26,4,1,299,3,52,2,2,1,6696,22967,5,0,15,3,3,0,9,5,2,6,3,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
217,29,1,1,992,1,3,1,300,3,85,3,1,3,2058,19757,0,0,14,3,4,0,7,1,2,6,2,1,5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
218,45,0,0,1052,6,3,1,302,4,57,2,3,4,8865,16840,6,0,12,3,4,0,23,2,3,19,7,12,8,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
219,54,0,1,1147,3,3,1,303,4,52,3,2,1,5940,17011,2,0,14,3,4,1,16,4,3,6,2,0,5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
220,36,0,1,1396,5,2,1,304,4,62,3,2,2,5914,9945,8,0,16,3,4,0,16,3,4,13,11,3,7,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
221,33,0,1,147,4,4,1,305,3,47,2,1,2,2622,13248,6,0,21,4,4,0,7,3,3,3,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
222,37,0,2,663,11,3,1,306,2,47,3,3,4,12185,10056,1,1,14,3,3,3,10,1,3,10,8,0,7,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
223,38,0,1,119,3,3,1,307,1,76,3,3,3,10609,9647,0,0,12,3,3,2,17,6,2,16,10,5,13,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
224,31,0,0,979,1,4,1,308,3,90,1,2,3,4345,4381,0,0,12,3,4,1,6,2,3,5,4,1,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
225,59,0,1,142,3,3,1,309,3,70,2,1,4,2177,8456,3,0,17,3,1,1,7,6,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
226,37,0,2,319,4,4,1,311,1,41,3,1,4,2793,2539,4,0,17,3,3,1,13,2,3,9,8,5,8,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
227,29,0,2,1413,1,1,1,312,2,42,3,3,4,7918,6599,1,0,14,3,4,1,11,5,3,11,10,4,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
228,35,0,2,944,1,3,1,314,3,92,3,3,3,8789,9096,1,0,14,3,1,0,10,3,4,10,7,0,8,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
229,29,1,1,896,18,1,1,315,3,86,2,1,4,2389,14961,1,1,13,3,3,0,4,3,2,4,3,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
230,52,0,1,1323,2,3,1,316,3,89,2,1,4,3212,3300,7,0,15,3,2,0,6,3,2,2,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
231,42,0,1,532,4,2,1,319,3,58,3,5,4,19232,4933,1,0,11,3,4,0,22,3,3,22,17,11,15,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
232,59,0,1,818,6,2,1,321,2,52,3,1,3,2267,25657,8,0,17,3,4,0,7,2,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
233,50,0,1,854,1,4,1,323,4,68,3,5,4,19517,24118,3,0,11,3,3,1,32,3,2,7,0,0,6,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
234,33,1,1,813,14,3,1,325,3,58,3,1,4,2436,22149,5,1,13,3,3,1,8,2,1,5,4,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
235,43,0,1,1034,16,3,1,327,4,80,3,4,4,16064,7744,5,1,22,4,3,1,22,3,3,17,13,1,9,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
236,33,1,1,465,2,2,1,328,1,39,3,1,1,2707,21509,7,0,20,4,1,0,13,3,4,9,7,1,7,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
237,52,0,0,771,2,4,1,329,1,79,2,5,3,19068,21030,1,1,18,3,4,0,33,2,4,33,7,15,12,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
238,32,0,1,1401,4,2,1,330,3,56,3,1,2,3931,20990,2,0,11,3,1,1,6,5,3,4,3,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
239,32,1,1,515,1,3,1,331,4,62,2,1,3,3730,9571,0,1,14,3,4,0,4,2,1,3,2,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
240,39,0,1,1431,1,4,1,332,3,96,3,1,3,2232,15417,7,0,14,3,3,3,7,1,3,3,2,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
241,32,0,0,976,26,4,1,333,3,100,3,2,4,4465,12069,0,0,18,3,1,0,4,2,3,3,2,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
242,41,0,1,1411,19,2,1,334,3,36,3,2,1,3072,19877,2,0,16,3,1,2,17,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
243,40,0,1,1300,24,2,1,335,1,62,3,2,4,3319,24447,1,0,17,3,1,2,9,3,3,9,8,4,7,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
244,45,0,1,252,1,3,1,336,3,70,4,5,4,19202,15970,0,0,11,3,3,1,25,2,3,24,0,1,7,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
245,31,0,2,1327,3,4,1,337,2,73,3,3,3,13675,13523,9,0,12,3,1,1,9,3,3,2,2,2,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
246,33,0,1,832,5,4,1,338,3,63,2,1,4,2911,14776,1,0,13,3,3,1,2,2,2,2,2,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
247,34,0,1,470,2,4,1,339,4,84,2,2,1,5957,23687,6,0,13,3,2,1,13,3,3,11,9,5,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
248,37,0,1,1017,1,2,1,340,3,83,2,1,1,3920,18697,2,0,14,3,1,1,17,2,2,3,1,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
