,Age,BusinessTravel,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Attrition
61,38.0,2.0,653.0,29.0,5.0,1.0,79.0,4.0,50.0,3.0,2.0,4.0,2406.0,5456.0,1.0,0.0,11.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,10.0,3.0,9.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
62,50.0,1.0,989.0,7.0,2.0,1.0,80.0,2.0,43.0,2.0,5.0,3.0,18740.0,16701.0,5.0,1.0,12.0,3.0,4.0,80.0,1.0,29.0,2.0,2.0,27.0,3.0,13.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
63,59.0,1.0,1435.0,25.0,3.0,1.0,81.0,1.0,99.0,3.0,3.0,1.0,7637.0,2354.0,7.0,0.0,11.0,3.0,4.0,80.0,0.0,28.0,3.0,2.0,21.0,16.0,7.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
64,36.0,1.0,1223.0,8.0,3.0,1.0,83.0,3.0,59.0,3.0,3.0,3.0,10096.0,8202.0,1.0,0.0,13.0,3.0,2.0,80.0,3.0,17.0,2.0,3.0,17.0,14.0,12.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
65,55.0,1.0,836.0,8.0,3.0,1.0,84.0,4.0,33.0,3.0,4.0,3.0,14756.0,19730.0,2.0,1.0,14.0,3.0,3.0,80.0,3.0,21.0,2.0,3.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
66,36.0,2.0,1195.0,11.0,3.0,1.0,85.0,2.0,95.0,2.0,2.0,2.0,6499.0,22656.0,1.0,0.0,13.0,3.0,3.0,80.0,0.0,6.0,3.0,3.0,6.0,5.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
67,45.0,1.0,1339.0,7.0,3.0,1.0,86.0,2.0,59.0,3.0,3.0,1.0,9724.0,18787.0,2.0,0.0,17.0,3.0,3.0,80.0,1.0,25.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
68,35.0,2.0,664.0,1.0,3.0,1.0,88.0,2.0,79.0,3.0,1.0,1.0,2194.0,5868.0,4.0,0.0,13.0,3.0,4.0,80.0,1.0,5.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
69,36.0,1.0,318.0,9.0,3.0,1.0,90.0,4.0,79.0,2.0,1.0,3.0,3388.0,21777.0,0.0,1.0,17.0,3.0,1.0,80.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
70,59.0,2.0,1225.0,1.0,1.0,1.0,91.0,1.0,57.0,2.0,2.0,3.0,5473.0,24668.0,7.0,0.0,11.0,3.0,4.0,80.0,0.0,20.0,2.0,2.0,4.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
71,29.0,1.0,1328.0,2.0,3.0,1.0,94.0,3.0,76.0,3.0,1.0,2.0,2703.0,4956.0,0.0,0.0,23.0,4.0,4.0,80.0,1.0,6.0,3.0,3.0,5.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
72,31.0,1.0,1082.0,1.0,4.0,1.0,95.0,3.0,87.0,3.0,1.0,2.0,2501.0,18775.0,1.0,0.0,17.0,3.0,2.0,80.0,0.0,1.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
73,32.0,1.0,548.0,1.0,3.0,1.0,96.0,2.0,66.0,3.0,2.0,2.0,6220.0,7346.0,1.0,0.0,17.0,3.0,2.0,80.0,2.0,10.0,3.0,3.0,10.0,4.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
74,36.0,1.0,132.0,6.0,3.0,1.0,97.0,2.0,55.0,4.0,1.0,4.0,3038.0,22002.0,3.0,0.0,12.0,3.0,2.0,80.0,0.0,5.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
75,31.0,1.0,746.0,8.0,4.0,1.0,98.0,3.0,61.0,3.0,2.0,4.0,4424.0,20682.0,1.0,0.0,23.0,4.0,4.0,80.0,0.0,11.0,2.0,3.0,11.0,7.0,1.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
76,35.0,1.0,776.0,1.0,4.0,1.0,100.0,3.0,32.0,2.0,2.0,1.0,4312.0,23016.0,0.0,0.0,14.0,3.0,2.0,80.0,0.0,16.0,2.0,3.0,15.0,13.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
77,45.0,1.0,193.0,6.0,4.0,1.0,101.0,4.0,52.0,3.0,3.0,1.0,13245.0,15067.0,4.0,1.0,14.0,3.0,2.0,80.0,0.0,17.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
78,37.0,1.0,397.0,7.0,4.0,1.0,102.0,1.0,30.0,3.0,3.0,3.0,13664.0,25258.0,4.0,0.0,13.0,3.0,1.0,80.0,0.0,16.0,3.0,4.0,5.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
79,46.0,1.0,945.0,5.0,2.0,1.0,103.0,2.0,80.0,3.0,2.0,2.0,5021.0,10425.0,8.0,1.0,22.0,4.0,4.0,80.0,1.0,16.0,2.0,3.0,4.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
80,30.0,1.0,852.0,1.0,1.0,1.0,104.0,4.0,55.0,2.0,2.0,4.0,5126.0,15998.0,1.0,1.0,12.0,3.0,3.0,80.0,2.0,10.0,1.0,2.0,10.0,8.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
81,35.0,1.0,1214.0,1.0,3.0,1.0,105.0,2.0,30.0,2.0,1.0,3.0,2859.0,26278.0,1.0,0.0,18.0,3.0,1.0,80.0,0.0,6.0,3.0,3.0,6.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
82,55.0,1.0,111.0,1.0,2.0,1.0,106.0,1.0,70.0,3.0,3.0,4.0,10239.0,18092.0,3.0,0.0,14.0,3.0,4.0,80.0,1.0,24.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
83,38.0,0.0,573.0,6.0,3.0,1.0,107.0,2.0,79.0,1.0,2.0,4.0,5329.0,15717.0,7.0,1.0,12.0,3.0,4.0,80.0,3.0,17.0,3.0,3.0,13.0,11.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
84,34.0,1.0,1153.0,1.0,2.0,1.0,110.0,1.0,94.0,3.0,2.0,2.0,4325.0,17736.0,1.0,0.0,15.0,3.0,3.0,80.0,0.0,5.0,2.0,3.0,5.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
85,56.0,1.0,1400.0,7.0,3.0,1.0,112.0,4.0,49.0,1.0,3.0,4.0,7260.0,21698.0,4.0,0.0,11.0,3.0,1.0,80.0,0.0,37.0,3.0,2.0,6.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
86,23.0,1.0,541.0,2.0,1.0,1.0,113.0,3.0,62.0,3.0,1.0,1.0,2322.0,9518.0,3.0,0.0,13.0,3.0,3.0,80.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
87,51.0,1.0,432.0,9.0,4.0,1.0,116.0,4.0,96.0,3.0,1.0,4.0,2075.0,18725.0,3.0,0.0,23.0,4.0,2.0,80.0,2.0,10.0,4.0,3.0,4.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
88,30.0,1.0,288.0,2.0,3.0,1.0,117.0,3.0,99.0,2.0,2.0,4.0,4152.0,15830.0,1.0,0.0,19.0,3.0,1.0,80.0,3.0,11.0,3.0,3.0,11.0,10.0,10.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
89,46.0,1.0,669.0,9.0,2.0,1.0,118.0,3.0,64.0,2.0,3.0,4.0,9619.0,13596.0,1.0,0.0,16.0,3.0,4.0,80.0,0.0,9.0,3.0,3.0,9.0,8.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
90,40.0,2.0,530.0,1.0,4.0,1.0,119.0,3.0,78.0,2.0,4.0,2.0,13503.0,14115.0,1.0,0.0,22.0,4.0,4.0,80.0,1.0,22.0,3.0,2.0,22.0,3.0,11.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
91,51.0,1.0,632.0,21.0,4.0,1.0,120.0,3.0,71.0,3.0,2.0,4.0,5441.0,8423.0,0.0,1.0,22.0,4.0,4.0,80.0,0.0,11.0,2.0,1.0,10.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
92,30.0,1.0,1334.0,4.0,2.0,1.0,121.0,3.0,63.0,2.0,2.0,2.0,5209.0,19760.0,1.0,1.0,12.0,3.0,2.0,80.0,3.0,11.0,4.0,2.0,11.0,8.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
93,46.0,2.0,638.0,1.0,3.0,1.0,124.0,3.0,40.0,2.0,3.0,1.0,10673.0,3142.0,2.0,1.0,13.0,3.0,3.0,80.0,1.0,21.0,5.0,2.0,10.0,9.0,9.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
94,32.0,1.0,1093.0,6.0,4.0,1.0,125.0,2.0,87.0,3.0,2.0,3.0,5010.0,24301.0,1.0,0.0,16.0,3.0,1.0,80.0,0.0,12.0,0.0,3.0,11.0,8.0,5.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
95,54.0,1.0,1217.0,2.0,4.0,1.0,126.0,1.0,60.0,3.0,3.0,3.0,13549.0,24001.0,9.0,0.0,12.0,3.0,1.0,80.0,1.0,16.0,5.0,1.0,4.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
96,24.0,1.0,1353.0,3.0,2.0,1.0,128.0,1.0,33.0,3.0,2.0,3.0,4999.0,17519.0,0.0,0.0,21.0,4.0,1.0,80.0,1.0,4.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
97,28.0,0.0,120.0,4.0,3.0,1.0,129.0,2.0,43.0,3.0,2.0,3.0,4221.0,8863.0,1.0,0.0,15.0,3.0,2.0,80.0,0.0,5.0,3.0,4.0,5.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
98,58.0,1.0,682.0,10.0,4.0,1.0,131.0,4.0,37.0,3.0,4.0,3.0,13872.0,24409.0,0.0,0.0,13.0,3.0,3.0,80.0,0.0,38.0,1.0,2.0,37.0,10.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
99,44.0,0.0,489.0,23.0,3.0,1.0,132.0,2.0,67.0,3.0,2.0,2.0,2042.0,25043.0,4.0,0.0,12.0,3.0,3.0,80.0,1.0,17.0,3.0,4.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
100,37.0,1.0,807.0,6.0,4.0,1.0,133.0,3.0,63.0,3.0,1.0,1.0,2073.0,23648.0,4.0,1.0,22.0,4.0,4.0,80.0,0.0,7.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
101,32.0,1.0,827.0,1.0,1.0,1.0,134.0,4.0,71.0,3.0,1.0,1.0,2956.0,15178.0,1.0,0.0,13.0,3.0,4.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
102,20.0,2.0,871.0,6.0,3.0,1.0,137.0,4.0,66.0,2.0,1.0,4.0,2926.0,19783.0,1.0,1.0,18.0,3.0,2.0,80.0,0.0,1.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
103,34.0,1.0,665.0,6.0,4.0,1.0,138.0,1.0,41.0,3.0,2.0,3.0,4809.0,12482.0,1.0,0.0,14.0,3.0,3.0,80.0,0.0,16.0,3.0,3.0,16.0,13.0,2.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
104,37.0,0.0,1040.0,2.0,2.0,1.0,139.0,3.0,100.0,2.0,2.0,4.0,5163.0,15850.0,5.0,0.0,14.0,3.0,4.0,80.0,1.0,17.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
105,59.0,0.0,1420.0,2.0,4.0,1.0,140.0,3.0,32.0,2.0,5.0,4.0,18844.0,21922.0,9.0,0.0,21.0,4.0,4.0,80.0,1.0,30.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
106,50.0,2.0,1115.0,1.0,3.0,1.0,141.0,1.0,73.0,3.0,5.0,2.0,18172.0,9755.0,3.0,1.0,19.0,3.0,1.0,80.0,0.0,28.0,1.0,2.0,8.0,3.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
107,25.0,1.0,240.0,5.0,3.0,1.0,142.0,3.0,46.0,2.0,2.0,3.0,5744.0,26959.0,1.0,1.0,11.0,3.0,4.0,80.0,0.0,6.0,1.0,3.0,6.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
108,25.0,1.0,1280.0,7.0,1.0,1.0,143.0,4.0,64.0,2.0,1.0,4.0,2889.0,26897.0,1.0,0.0,11.0,3.0,3.0,80.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
109,22.0,1.0,534.0,15.0,3.0,1.0,144.0,2.0,59.0,3.0,1.0,4.0,2871.0,23785.0,1.0,0.0,15.0,3.0,3.0,80.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
110,51.0,2.0,1456.0,1.0,4.0,1.0,145.0,1.0,30.0,2.0,3.0,1.0,7484.0,25796.0,3.0,0.0,20.0,4.0,3.0,80.0,0.0,23.0,1.0,2.0,13.0,12.0,12.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
111,34.0,2.0,658.0,7.0,3.0,1.0,147.0,1.0,66.0,1.0,2.0,3.0,6074.0,22887.0,1.0,1.0,24.0,4.0,4.0,80.0,0.0,9.0,3.0,3.0,9.0,7.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
112,54.0,0.0,142.0,26.0,3.0,1.0,148.0,4.0,30.0,4.0,4.0,4.0,17328.0,13871.0,2.0,1.0,12.0,3.0,3.0,80.0,0.0,23.0,3.0,3.0,5.0,3.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
113,24.0,1.0,1127.0,18.0,1.0,1.0,150.0,2.0,52.0,3.0,1.0,3.0,2774.0,13257.0,0.0,0.0,12.0,3.0,3.0,80.0,1.0,6.0,2.0,3.0,5.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
114,34.0,1.0,1031.0,6.0,4.0,1.0,151.0,3.0,45.0,2.0,2.0,2.0,4505.0,15000.0,6.0,0.0,15.0,3.0,3.0,80.0,1.0,12.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
115,37.0,1.0,1189.0,3.0,3.0,1.0,152.0,3.0,87.0,3.0,3.0,4.0,7428.0,14506.0,2.0,0.0,12.0,3.0,1.0,80.0,0.0,12.0,3.0,3.0,5.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
116,34.0,1.0,1354.0,5.0,3.0,1.0,153.0,3.0,45.0,2.0,3.0,1.0,11631.0,5615.0,2.0,0.0,12.0,3.0,4.0,80.0,0.0,14.0,6.0,3.0,11.0,10.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
117,36.0,2.0,1467.0,11.0,2.0,1.0,154.0,2.0,92.0,3.0,3.0,4.0,9738.0,22952.0,0.0,0.0,14.0,3.0,3.0,80.0,1.0,10.0,6.0,3.0,9.0,7.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
118,36.0,1.0,922.0,3.0,2.0,1.0,155.0,1.0,39.0,3.0,1.0,4.0,2835.0,2561.0,5.0,0.0,22.0,4.0,1.0,80.0,1.0,7.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
119,43.0,2.0,394.0,26.0,2.0,1.0,158.0,3.0,92.0,3.0,4.0,4.0,16959.0,19494.0,1.0,1.0,12.0,3.0,4.0,80.0,2.0,25.0,3.0,4.0,25.0,12.0,4.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
120,30.0,2.0,1312.0,23.0,3.0,1.0,159.0,1.0,96.0,1.0,1.0,3.0,2613.0,22310.0,1.0,0.0,25.0,4.0,3.0,80.0,3.0,10.0,2.0,2.0,10.0,7.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
121,33.0,0.0,750.0,22.0,2.0,1.0,160.0,3.0,95.0,3.0,2.0,2.0,6146.0,15480.0,0.0,0.0,13.0,3.0,1.0,80.0,1.0,8.0,2.0,4.0,7.0,7.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
122,56.0,1.0,441.0,14.0,4.0,1.0,161.0,2.0,72.0,3.0,1.0,2.0,4963.0,4510.0,9.0,1.0,18.0,3.0,1.0,80.0,3.0,7.0,2.0,3.0,5.0,4.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
123,51.0,1.0,684.0,6.0,3.0,1.0,162.0,1.0,51.0,3.0,5.0,3.0,19537.0,6462.0,7.0,0.0,13.0,3.0,3.0,80.0,0.0,23.0,5.0,3.0,20.0,18.0,15.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
124,31.0,1.0,249.0,6.0,4.0,1.0,163.0,2.0,76.0,1.0,2.0,3.0,6172.0,20739.0,4.0,1.0,18.0,3.0,2.0,80.0,0.0,12.0,3.0,2.0,7.0,7.0,7.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
